Term,Course_ID,Course_Title,Instructor,SI_Leader,Student_ID,Mid-Term_Grade,Final_Grade,Visits
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01473241,U,D,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01474756,U,C,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01475163,S,B,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01475169,S,B,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01475368,S,B,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01476818,S,B,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01478589,S,B,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01478826,U,F,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01479199,U,B,1
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01479232,U,C,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Arthur, Dillon",,N01480726,S,F,1
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Miller, Patricia",,N01447805,U,F,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Miller, Patricia",,N01466110,S,B,3
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Miller, Patricia",,N01470382,S,C,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Miller, Patricia",,N01476462,U,F,9
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Miller, Patricia",,N01479792,U,D,1
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Miller, Patricia",,N01481467,S,A,2
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Miller, Patricia",,N01483467,S,B,
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Miller, Patricia",,N01484092,S,A,4
Spring 2021,MAC1105C,(GM) Coll Alg w/ Recitation,"Miller, Patricia",,N01484670,S,A,4
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N00803623,S,A,8
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N00827923,S,C+,8
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N00940897,,B,15
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01113121,,W,6
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01238286,S,C,8
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01239871,S,A,15
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01361840,S,B,13
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01366161,S,B,8
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01389787,S,B,12
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01396730,S,A,11
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01398986,S,A,13
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison",,N01408211,S,B,
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01424439,S,F,1
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01430112,S,A,6
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01432969,S,A,14
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01447842,S,B,14
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01449741,S,D,2
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison",,N01451462,S,F,
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01452450,S,F,2
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01456168,U,F,1
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison",,N01473272,S,D,
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01475725,S,C,2
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01481138,U,F,4
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01481280,,A,4
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison",,N01482863,S,D,
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison","Walden, Troy",N01485702,S,W,1
Spring 2021,MAC1114,(GM) Trigonometry,"Simpson, Madison",,N01490821,,W,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01257780,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01302282,U,W,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01413738,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01419433,S,A-,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook","Walden, Troy",N01420111,S,F,2
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01423389,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook","Walden, Troy",N01423553,S,B+,6
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01426888,U,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01428715,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01429406,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01432513,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01436184,U,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook","Walden, Troy",N01440523,S,A,3
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01444950,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01447899,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01450064,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01450383,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01450470,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01450847,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01450964,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01450996,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01451187,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01452325,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01453202,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01453670,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01454662,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01456449,U,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01456739,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01457793,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01458060,S,A-,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01459471,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01460007,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01460102,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01461290,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook","Walden, Troy",N01461428,S,C+,2
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01461996,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01462183,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook","Walden, Troy",N01462626,S,A,12
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01463580,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook","Walden, Troy",N01464122,S,C,9
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01464428,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01464532,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01464907,U,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01465305,U,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01465334,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01465338,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01465945,U,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01466025,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook","Walden, Troy",N01466902,S,A-,1
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook","Walden, Troy",N01469239,U,C,7
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01469667,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01470317,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01470717,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01471540,U,W,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01473291,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook","Walden, Troy",N01473452,S,B,2
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01473701,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01475092,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01478139,U,D,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01479215,,W,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01479421,U,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01479962,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01480273,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01480337,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01481325,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01482337,U,D,
Spring 2021,MAC1147,(GM)Precalculus,"Han, Jongsook",,N01483974,S,D,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N00642622,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N00892049,S,B+,3
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N00905922,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N00944455,U,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01041366,U,F,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01153143,S,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01238252,S,A,3
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01239763,U,B+,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01361727,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01363905,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01365634,S,A,11
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01396458,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01412861,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01418724,U,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01422692,U,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01422856,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01423396,S,A,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01424559,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01424638,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01426373,S,A,6
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01438168,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01438301,S,A-,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01439497,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01439904,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01443515,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01443792,S,C+,3
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01444534,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01444605,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01446073,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01446641,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01449864,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01450244,S,B+,5
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01450251,S,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01450405,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01450568,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01450655,U,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01451905,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01452947,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01455140,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01455289,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01455598,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01455696,S,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01455846,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01456130,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01456238,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01456582,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01456626,S,A,5
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01456650,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01456884,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01457001,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01457223,S,A,8
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01457374,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01457514,S,B+,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01457924,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01458070,S,A,2
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01458282,S,A,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01459741,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01459978,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01460189,S,B+,2
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01460680,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01461585,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01461597,S,A,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01461717,S,A,2
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01461798,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01462075,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01462799,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01462863,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01463574,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01463963,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01463979,S,A-,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01464178,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01464387,S,A,3
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01464470,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01464582,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01464616,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01464690,S,A-,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01464768,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01465163,S,A,10
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01465540,S,B+,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01465654,U,B+,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01465695,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01465766,S,A,1
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01466895,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01467423,S,A,8
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01468584,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01469031,U,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01471021,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01472054,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01472618,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01474266,S,A,3
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01474419,S,B-,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01474845,S,C,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01475781,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01479349,U,F,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01479404,S,C+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01479676,S,B,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01482343,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01482571,S,A,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01482698,,W,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01483048,S,B+,
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01483988,S,A,2
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal","Walden, Troy",N01484035,S,A,6
Spring 2021,MAC1147,(GM)Precalculus,"Safar, Imtithal",,N01487102,S,C,
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01429695,S,B+,11
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison",,N01430162,U,F,
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01451290,S,C,5
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01455230,S,A,7
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01455399,S,D,13
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01459106,S,C,10
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01460123,S,A,12
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01460775,S,C,7
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01463002,S,B,2
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01463607,S,C,11
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01463971,S,B,3
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01466904,S,D,3
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01468407,S,B,4
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison",,N01472451,S,D,
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01473704,S,F,2
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01475212,S,D,13
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01475410,S,B,1
Spring 2021,MAC1992,Exp: Intro to Algebra,"Simpson, Madison","Walden, Troy",N01479348,S,A,14
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N00187675,S,B+,1
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N00449568,U,W,1
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01233394,U,F,2
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01396031,S,C+,11
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01426118,S,A,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01428308,S,B-,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01438883,S,D,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01440174,U,D,2
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01448808,S,B+,8
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01448911,S,B+,2
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01449788,S,A,4
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01450081,S,A,3
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01450389,S,B,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01450553,S,B,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01452625,S,A,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01453345,S,B+,6
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01453735,S,C,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01454693,S,B+,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01454795,S,B,1
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01455219,S,A,2
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01455947,S,A,10
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01456526,S,D,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01456594,U,C+,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01457106,S,B-,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01458824,U,W,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01459316,S,B+,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01460435,U,W,4
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01462230,,W,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01462745,,W,1
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01463419,S,A,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01463460,S,B+,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01464586,U,D,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01468028,S,B,1
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01468100,U,W,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh",,N01470769,S,B,
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01471965,U,F,1
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01473280,S,A,9
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01478917,S,B+,1
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01480106,,A-,5
Spring 2021,MAC2311,(GM) Calculus I,"Cornell, Hugh","Walden, Troy",N01481130,U,F,6
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle",,N00166297,U,F,
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle",,N01047771,S,B-,
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle","Walden, Troy",N01407210,,W,3
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle",,N01410278,,W,
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle","Walden, Troy",N01423503,S,A,11
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle","Walden, Troy",N01433768,S,F,8
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle","Walden, Troy",N01451463,U,F,9
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle","Walden, Troy",N01451834,S,W,3
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle","Walden, Troy",N01456019,S,A,11
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle","Walden, Troy",N01461342,S,F,6
Spring 2021,MAC2311,(GM) Calculus I,"DeDeo, Michelle","Walden, Troy",N01464370,U,C,1
