Term,Course_ID,Course_Title,Instructor,SI_Leader,Student_ID,Mid-Term_Grade,Final_Grade,Visits
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N00774165,S,A,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N00896470,S,D,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N00942382,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N00964075,S,B+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N00975284,S,B+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N00975458,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N00976810,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01036484,,W,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01040092,U,C+,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01040699,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01040912,S,B-,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01059800,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01079648,U,A-,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01107935,U,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01114109,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01126640,S,C+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01179758,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01182460,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01183082,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01232787,S,A,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01233150,U,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01236891,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01241110,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01245969,U,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01254933,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01304992,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01308340,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01319157,S,D,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01357995,S,D,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01358157,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01358553,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01361029,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01362101,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01363492,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01364162,S,B-,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01364941,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01365261,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01365538,S,A,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01365540,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01366186,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01366635,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01367259,S,C+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01367648,S,D,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01367758,U,D,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01370652,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01372849,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01384444,S,A,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01384806,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01391436,S,C+,7
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01394759,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01395964,S,F,2
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01397738,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01398812,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01398965,S,B-,4
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01400861,S,C+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01400942,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01402432,U,D,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01402653,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01403749,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01403805,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01404460,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01405433,S,A-,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01405772,U,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01405841,S,B-,5
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01406246,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01407948,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01408835,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01408863,S,B-,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01409512,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01409514,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01409656,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01409965,S,A-,6
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01412808,S,B+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01413605,S,D,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01413921,U,D,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01414265,S,C+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01414877,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01415011,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01415957,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01416662,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01419605,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01420044,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01420278,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01421058,S,C+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01421643,S,A,20
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01421646,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01422461,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01424036,S,B-,2
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01425523,S,C,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01425977,S,B-,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01426258,U,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01427400,S,C+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01427599,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01427705,S,B+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01428341,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01429194,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01429765,S,C,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01431171,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01431700,S,C,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01432066,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01432157,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01432819,U,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01432946,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01432986,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01433271,S,B-,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01435325,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01435706,S,C,11
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01436281,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01436669,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01437556,S,A,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01437615,S,B-,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01438590,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01438977,S,C+,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01438989,S,C+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01439749,S,B-,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01440235,S,B+,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01440456,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01440813,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01441976,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01442541,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01443967,U,B-,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01444037,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01444226,U,D,2
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01445623,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01446688,S,B+,2
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01448693,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01449091,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01449610,U,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01451413,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01451611,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01452734,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01454808,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01454914,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01455166,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01455492,S,B+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01457041,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01457270,U,A-,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01458067,S,C+,2
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01458307,U,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01458632,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01461010,U,C,21
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01463177,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01467898,U,D,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01470560,S,A,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01474979,S,A,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01475799,S,C,26
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01478450,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01479373,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01479624,S,A,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01480451,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01481296,S,C+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01483365,S,B+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01484033,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01484051,S,B+,2
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01485702,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert",,N01487829,S,C+,
Spring 2021,ACG2021,Prin of Financial Accounting,"Gill, Hubert","Walden, Troy",N01492644,,F,4
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N00021430,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N00643598,S,B,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N00783452,S,W,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N00874934,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N00899891,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N00903993,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N00970298,U,W,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01049052,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01100149,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01155146,S,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01220849,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01247350,S,C,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01255828,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01259257,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01295344,S,C,3
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01297806,S,D,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01315954,U,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01363087,U,F,3
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01366862,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01367041,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01368807,S,C,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01379558,S,W,7
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01387762,S,C,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01398173,S,D,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01398533,U,F,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01400182,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01400748,S,W,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01401621,S,C,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01404570,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01405014,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01405317,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01406841,U,W,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01408428,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01410071,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01413553,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01416303,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01417138,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01417202,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01417693,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01419335,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01419417,S,C,15
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01420365,S,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01421648,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01421927,U,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01423727,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01424072,S,C,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01425429,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01427084,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01427107,S,W,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01428854,S,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01429030,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01430200,S,B,3
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01431076,S,C,3
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01431178,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01432505,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01433507,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01434718,U,W,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01436828,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01437193,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01438211,S,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01438220,S,W,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01439567,S,B,24
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01439590,S,F,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01439715,,W,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01440969,S,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01441307,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01441532,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01442211,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01442395,U,F,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01442610,U,C,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01442767,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01442977,S,B,27
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01443424,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01443881,S,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01444202,U,W,5
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01444806,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01444842,S,F,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01446499,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01446911,S,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01450932,S,A,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01451488,S,A,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01451696,S,F,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01454094,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01454882,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01455060,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01455759,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01457029,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01457288,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01457945,S,B,3
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01458833,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01459631,S,B,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01459773,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01460006,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01460229,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01461416,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01462249,S,A,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01463271,S,C,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01464274,S,A,16
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01464374,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01468956,S,W,2
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John",,N01469979,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01471683,S,B,1
Spring 2021,ACG2021,Prin of Financial Accounting,"McEldowney, John","Walden, Troy",N01479041,S,C,9
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N00156117,S,B+,29
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N00803555,S,C,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N00842081,S,B-,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N00862413,S,B-,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N00975713,S,A,30
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01051389,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01137564,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01174593,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01186427,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N01242368,S,D,6
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N01242645,U,C,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01242749,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01249318,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01256393,S,C,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01257780,S,B,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N01277311,U,F,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01302919,U,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N01357928,U,W,2
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N01360788,S,B-,23
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01361800,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01361872,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N01362802,U,D,1
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N01362868,S,A-,18
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01365240,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01365433,S,F,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01368062,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01387343,,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey",,N01389804,U,W,
Spring 2021,ACG2021,Prin of Financial Accounting,"Michelman, Jeffrey","Walden, Troy",N01396071,S,C+,3
